playerID,yearID,RegualarERA,RegSeasonWinLoss,PostSeasonWinLoss,PostERA
warnelo01,1932,5.91,0.79,0.0,2.37
ruffire01,1932,3.0,0.72,1.0,3.09
bushgu01,1932,14.29,0.63,0.0,3.21
rootch01,1932,10.38,0.6,0.0,3.58
gomezle01,1932,1.0,0.77,1.0,4.21
pipgrge01,1932,4.5,0.64,1.0,4.19
mayja01,1932,11.57,0.5,0.0,4.36
grovele01,1931,2.42,0.89,0.67,2.06
hoytwa01,1931,4.5,0.5,0.0,5.05
johnssy01,1931,3.0,0.55,0.0,3.0
hallabi01,1931,0.49,0.68,1.0,3.29
derripa01,1931,4.26,0.69,0.0,3.36
grimebu01,1931,2.04,0.65,1.0,3.65
earnsge01,1931,1.88,0.75,0.33,3.67
grimebu01,1930,3.71,0.59,0.0,5.18
grovele01,1930,1.42,0.85,0.67,2.54
haineje01,1930,1.0,0.62,1.0,4.3
earnsge01,1930,0.72,0.63,1.0,4.44
hallabi01,1930,1.64,0.63,0.5,4.66
rhemfl01,1930,10.8,0.6,0.0,4.45
walberu01,1930,3.86,0.52,0.0,4.69
rommeed01,1929,9.0,0.86,1.0,2.85
ehmkeho01,1929,1.42,0.78,1.0,3.29
earnsge01,1929,2.63,0.75,0.5,3.29
walberu01,1929,0.0,0.62,1.0,3.6
rootch01,1929,4.73,0.76,0.0,3.47
bushgu01,1929,0.82,0.72,1.0,3.66
malonpa02,1929,4.15,0.69,0.0,3.57
blakesh01,1929,,0.52,0.0,4.29
zachato01,1928,3.0,0.43,1.0,4.69
sherdbi01,1928,4.73,0.68,0.0,2.86
haineje01,1928,4.5,0.71,0.0,3.18
hoytwa01,1928,1.5,0.77,1.0,3.36
pipgrge01,1928,2.0,0.65,1.0,3.38
alexape01,1928,19.8,0.64,0.0,3.36
miljujo01,1927,1.35,0.73,0.0,1.9
moorewi01,1927,0.84,0.73,1.0,2.28
kremera01,1927,3.6,0.7,0.0,2.47
hoytwa01,1927,4.91,0.76,1.0,2.63
pennohe01,1927,1.0,0.7,1.0,3.0
meadole01,1927,9.95,0.66,0.0,3.4
pipgrge01,1927,2.0,0.77,1.0,4.11
aldrivi01,1927,7.36,0.6,0.0,4.25
alexape01,1926,1.33,0.55,1.0,3.19
ruethdu01,1926,4.15,0.61,0.0,4.17
haineje01,1926,1.08,0.76,1.0,3.25
sherdbi01,1926,2.12,0.57,0.0,3.49
pennohe01,1926,1.23,0.68,1.0,3.62
shockur01,1926,5.87,0.63,0.0,3.38
hoytwa01,1926,1.2,0.57,0.5,3.85
shawkbo01,1926,5.4,0.53,0.0,3.62
reinhar01,1926,,0.67,0.0,4.22
fergual01,1925,3.21,0.64,0.5,7.32
covelst01,1925,3.77,0.8,0.0,2.84
johnswa01,1925,2.08,0.74,0.67,3.07
kremera01,1925,3.0,0.68,0.67,3.69
meadole01,1925,3.38,0.66,0.0,3.67
aldrivi01,1925,4.42,0.68,1.0,3.63
ydeem01,1925,11.57,0.65,0.0,4.13
mcquihu01,1924,2.57,0.64,1.0,2.69
zachato01,1924,2.04,0.63,1.0,2.75
johnswa01,1924,3.0,0.77,0.33,2.72
marbefi01,1924,1.13,0.48,0.0,3.09
barnevi01,1924,5.68,0.62,0.0,3.06
nehfar01,1924,1.83,0.78,0.5,3.62
mogrige01,1924,2.25,0.59,1.0,3.76
bentlja01,1924,3.18,0.76,0.33,3.78
pennohe01,1923,3.63,0.76,1.0,3.13
bushjo01,1923,1.08,0.56,0.5,3.43
mcquihu01,1923,5.0,0.52,0.0,3.41
ryanro01,1923,3.86,0.76,1.0,3.49
shawkbo01,1923,3.52,0.59,1.0,3.51
jonessa01,1923,0.9,0.72,0.0,3.63
scottja01,1923,12.0,0.7,0.0,3.89
nehfar01,1923,2.76,0.57,0.5,4.5
bentlja01,1923,9.45,0.62,0.0,4.48
scottja01,1922,0.0,0.8,1.0,6.71
mcquihu01,1922,3.0,0.42,1.0,4.03
ryanro01,1922,0.0,0.59,1.0,3.01
nehfar01,1922,2.25,0.59,1.0,3.29
hoytwa01,1922,1.13,0.61,0.0,3.43
bushjo01,1922,4.8,0.79,0.0,3.31
maysca01,1922,4.5,0.46,0.0,3.6
hoytwa01,1921,0.0,0.59,0.67,3.09
maysca01,1921,1.73,0.75,0.33,3.05
barneje01,1921,1.65,0.63,1.0,3.1
nehfar01,1921,1.38,0.67,0.33,3.63
quinnja01,1921,9.82,0.53,0.0,3.78
douglph01,1921,2.08,0.6,0.67,4.22
shawkbo01,1921,7.0,0.6,0.0,4.08
mailsdu01,1920,0.0,1.0,1.0,1.85
smithsh01,1920,0.53,0.55,0.5,1.85
grimebu01,1920,4.19,0.68,0.33,2.22
covelst01,1920,0.67,0.63,1.0,2.49
cadorle01,1920,9.0,0.52,0.0,2.62
bagbyji01,1920,1.8,0.72,0.5,2.89
marquru01,1920,3.0,0.59,0.0,3.23
caldwra02,1920,27.0,0.67,0.0,3.86
ruethdu01,1919,2.57,0.76,1.0,1.82
cicoted01,1919,2.91,0.81,0.33,1.82
sallesl01,1919,1.35,0.75,0.5,2.06
ringji01,1919,0.64,0.53,0.5,2.26
fishera01,1919,2.35,0.74,0.0,2.17
ellerho01,1919,2.0,0.68,1.0,2.39
kerrdi01,1919,1.42,0.65,1.0,2.88
willile01,1919,6.61,0.68,0.0,2.64
vaughhi01,1918,1.0,0.69,0.33,1.74
tylerle01,1918,1.17,0.7,0.5,2.0
ruthba01,1918,1.06,0.65,1.0,2.22
douglph01,1918,0.0,0.53,0.0,2.13
maysca01,1918,1.0,0.62,1.0,2.21
bushjo01,1918,3.0,0.5,0.0,2.11
jonessa01,1918,3.0,0.76,0.0,2.25
cicoted01,1917,1.57,0.7,0.5,1.53
anderfr01,1917,18.0,0.5,0.0,1.44
schupfe01,1917,1.74,0.75,1.0,1.95
faberre01,1917,2.33,0.55,0.75,1.92
sallesl01,1917,5.28,0.72,0.0,2.17
bentoru01,1917,0.0,0.63,0.5,2.72
ruthba01,1916,0.64,0.66,1.0,1.75
marquru01,1916,5.73,0.68,0.0,1.58
pfeffje01,1916,1.69,0.69,0.0,1.92
smithsh01,1916,1.35,0.58,0.0,2.34
leonadu01,1916,1.0,0.6,1.0,2.36
maysca01,1916,6.75,0.58,0.0,2.39
shoreer01,1916,1.53,0.62,1.0,2.63
coombja01,1916,4.26,0.62,1.0,2.66
alexape01,1915,1.53,0.76,0.5,1.22
shoreer01,1915,2.12,0.7,0.5,1.64
fosteru01,1915,2.0,0.7,1.0,2.11
leonadu01,1915,1.0,0.68,1.0,2.36
mayerer01,1915,2.38,0.58,0.0,2.36
rixeyep01,1915,4.05,0.48,0.0,2.39
chalmge01,1915,2.25,0.47,0.0,2.48
jamesbi02,1914,0.0,0.79,1.0,1.9
rudoldi01,1914,0.5,0.72,1.0,2.35
bendech01,1914,10.13,0.85,0.0,2.26
shawkbo01,1914,3.6,0.67,0.0,2.73
planked01,1914,1.0,0.68,0.0,2.87
bushjo01,1914,3.27,0.57,0.0,3.06
mathech01,1913,0.95,0.69,0.5,2.06
demaral01,1913,4.5,0.76,0.0,2.21
tesreje01,1913,5.4,0.63,0.0,2.17
bendech01,1913,4.0,0.68,1.0,2.21
planked01,1913,0.95,0.64,0.5,2.6
marquru01,1913,7.0,0.7,0.0,2.5
bushjo01,1913,1.0,0.71,1.0,3.82
mathech01,1912,0.94,0.66,0.0,2.12
tesreje01,1912,3.13,0.71,0.33,1.96
woodjo02,1912,4.5,0.87,0.75,1.91
marquru01,1912,0.5,0.7,1.0,2.57
obriebu01,1912,5.0,0.61,0.0,2.58
bediehu01,1912,0.5,0.69,1.0,2.92
mathech01,1911,2.0,0.67,0.33,1.99
bendech01,1911,1.04,0.77,0.67,2.16
planked01,1911,1.86,0.74,0.5,2.1
marquru01,1911,1.54,0.77,0.0,2.5
cranddo01,1911,0.0,0.75,1.0,2.63
amesre01,1911,2.25,0.52,0.0,2.68
coombja01,1911,1.35,0.7,1.0,3.53
coombja01,1910,3.33,0.78,1.0,1.3
bendech01,1910,1.93,0.82,0.5,1.58
brownmo01,1910,5.5,0.64,0.33,1.86
overaor01,1910,9.0,0.67,0.0,2.68
mcintha01,1910,6.75,0.59,0.0,3.07
adamsba01,1909,1.33,0.8,1.0,1.11
camniho01,1909,13.5,0.81,0.0,1.62
maddoni01,1909,1.0,0.62,1.0,2.21
mullige01,1909,2.25,0.78,0.67,2.22
willivi01,1909,4.63,0.67,0.0,2.24
donovbi01,1909,3.0,0.53,0.5,2.31
summeed01,1909,8.59,0.68,0.0,2.24
leifile01,1909,11.25,0.7,0.0,2.37
brownmo01,1908,0.0,0.76,1.0,1.47
summeed01,1908,4.3,0.67,0.0,1.64
overaor01,1908,0.98,0.58,1.0,1.92
pfiesja01,1908,7.88,0.55,0.0,2.0
donovbi01,1908,4.24,0.72,0.0,2.08
mullige01,1908,0.0,0.57,1.0,3.1
pfiesja01,1907,1.0,0.61,1.0,1.15
brownmo01,1907,0.0,0.77,1.0,1.39
reulbed01,1907,0.75,0.81,1.0,1.69
overaor01,1907,1.0,0.77,1.0,1.68
donovbi01,1907,1.71,0.86,0.0,2.19
sieveed01,1907,4.5,0.62,0.0,2.16
mullige01,1907,2.12,0.5,0.0,2.59
brownmo01,1906,3.66,0.81,0.33,1.04
whitedo01,1906,1.8,0.75,0.5,1.52
pfiesja01,1906,6.1,0.71,0.0,1.51
reulbed01,1906,2.45,0.83,1.0,1.65
walshed01,1906,0.6,0.57,1.0,1.88
altroni01,1906,1.0,0.61,0.5,2.06
mathech01,1905,0.0,0.78,1.0,1.28
coaklan01,1905,3.0,0.69,0.0,1.84
planked01,1905,1.59,0.67,0.0,2.26
bendech01,1905,1.06,0.62,0.5,2.83
mcginjo01,1905,0.0,0.58,0.5,2.87
youngcy01,1903,1.85,0.76,0.67,2.08
leevesa01,1903,5.4,0.78,0.0,2.06
dinnebi01,1903,2.06,0.62,0.75,2.26
phillde01,1903,3.07,0.74,0.6,2.43
hugheto01,1903,9.0,0.74,0.0,2.57
kennebr01,1903,5.14,0.6,0.0,3.45
clarkjo01,1892,5.29,0.61,0.0,2.45
youngcy01,1892,3.0,0.75,0.0,1.93
cuppyni01,1892,1.13,0.68,0.0,2.51
nichoki01,1892,1.0,0.69,1.0,2.84
stiveja01,1892,0.93,0.69,1.0,3.03
staleha01,1892,3.0,0.69,1.0,3.03
dailyed01,1890,2.65,0.5,0.0,2.75
stratsc01,1890,2.37,0.71,0.5,2.36
ehretre01,1890,1.35,0.64,1.0,2.53
lovetto01,1890,2.83,0.73,0.5,2.78
terryad01,1890,3.6,0.62,0.5,2.94
odayha01,1889,1.17,0.5,1.0,4.3
welchmi01,1889,9.0,0.69,0.0,3.02
carutbo01,1889,3.75,0.78,0.0,3.13
keefeti01,1889,8.18,0.68,0.0,3.31
terryad01,1889,6.08,0.59,0.4,3.29
craneed01,1889,3.79,0.58,0.8,3.68
hughemi01,1889,7.71,0.53,1.0,4.35
lovetto01,1889,24.0,0.63,0.0,4.32
chambel01,1888,5.32,0.69,0.4,2.07
keefeti01,1888,0.51,0.74,1.0,1.74
kingsi01,1888,2.31,0.68,0.25,1.64
welchmi01,1888,2.65,0.58,0.5,1.93
titcoca01,1888,6.75,0.64,0.0,2.24
craneed01,1888,2.12,0.45,0.5,2.43
georgbi01,1888,7.2,0.67,0.0,1.34
devliji02,1888,2.57,0.55,1.0,3.19
conwape01,1887,3.0,0.47,0.5,2.9
carutbo01,1887,2.15,0.76,0.5,3.3
baldwla01,1887,1.5,0.57,0.8,3.84
getzich01,1887,2.48,0.69,0.67,3.73
kingsi01,1887,2.03,0.73,0.25,3.78
foutzda01,1887,3.46,0.68,0.0,3.87
willine01,1886,4.5,,0.0,0.0
foutzda01,1886,3.6,0.72,0.5,2.11
carutbo01,1886,2.42,0.68,0.67,2.32
clarkjo01,1886,2.03,0.68,0.5,2.41
mccorji01,1886,6.75,0.74,0.0,2.82
hudsona01,1886,2.57,0.62,1.0,3.03
mccorji01,1885,2.0,0.75,0.6,2.43
clarkjo01,1885,1.13,0.77,0.0,1.85
carutbo01,1885,2.42,0.75,0.5,2.07
foutzda01,1885,0.62,0.7,0.5,2.63
radboch01,1884,0.0,0.83,1.0,1.38
keefeti01,1884,3.6,0.69,0.0,2.25
becanbu01,1884,10.5,1.0,0.0,1.5
